"Notes"	"County"	"County Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"San Francisco County, CA"	"06075"	"100+ years"	"100+"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	432	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"100+ years"	"100+"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"100+ years"	"100+"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	527	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Not Stated"	"NS"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Not Stated"	"NS"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Not Stated"	"NS"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Francisco County, CA"	"06075"	"Not Stated"	"NS"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"< 1 year"	"1"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	190	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"< 1 year"	"1"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	78	27250	286.24	226.26	357.24
	"San Mateo County, CA"	"06081"	"< 1 year"	"1"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	17	2939	Unreliable	336.96	926.12
	"San Mateo County, CA"	"06081"	"< 1 year"	"1"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	59	28822	204.70	155.83	264.05
	"San Mateo County, CA"	"06081"	"1-4 years"	"1-4"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	718	Unreliable	0.00	0.00
	"San Mateo County, CA"	"06081"	"1-4 years"	"1-4"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	14	103017	Unreliable	7.43	22.80
	"San Mateo County, CA"	"06081"	"1-4 years"	"1-4"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	10539	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"1-4 years"	"1-4"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	123628	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"5-9 years"	"5-9"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	962	Unreliable	0.00	0.00
	"San Mateo County, CA"	"06081"	"5-9 years"	"5-9"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	14	124602	Unreliable	6.14	18.85
	"San Mateo County, CA"	"06081"	"5-9 years"	"5-9"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	12660	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"5-9 years"	"5-9"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	158375	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"10-14 years"	"10-14"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	890	Unreliable	0.00	0.00
	"San Mateo County, CA"	"06081"	"10-14 years"	"10-14"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	16	118573	Unreliable	7.71	21.91
	"San Mateo County, CA"	"06081"	"10-14 years"	"10-14"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	12362	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"10-14 years"	"10-14"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	16	159922	Unreliable	5.72	16.25
	"San Mateo County, CA"	"06081"	"15-19 years"	"15-19"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	933	Unreliable	0.00	0.00
	"San Mateo County, CA"	"06081"	"15-19 years"	"15-19"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	15	107527	Unreliable	7.81	23.01
	"San Mateo County, CA"	"06081"	"15-19 years"	"15-19"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	11	12936	Unreliable	42.45	152.15
	"San Mateo County, CA"	"06081"	"15-19 years"	"15-19"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	30	144170	20.81	14.04	29.71
	"San Mateo County, CA"	"06081"	"20-24 years"	"20-24"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1036	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"20-24 years"	"20-24"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	44	118994	36.98	26.87	49.64
	"San Mateo County, CA"	"06081"	"20-24 years"	"20-24"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	20	13882	144.07	88.00	222.51
	"San Mateo County, CA"	"06081"	"20-24 years"	"20-24"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	81	133330	60.75	48.25	75.51
	"San Mateo County, CA"	"06081"	"25-29 years"	"25-29"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	1204	Unreliable	0.00	0.00
	"San Mateo County, CA"	"06081"	"25-29 years"	"25-29"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	51	183681	27.77	20.67	36.51
	"San Mateo County, CA"	"06081"	"25-29 years"	"25-29"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	19	16169	Unreliable	70.75	183.50
	"San Mateo County, CA"	"06081"	"25-29 years"	"25-29"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	112	170724	65.60	53.45	77.75
	"San Mateo County, CA"	"06081"	"30-34 years"	"30-34"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1025	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"30-34 years"	"30-34"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	77	208868	36.87	29.09	46.08
	"San Mateo County, CA"	"06081"	"30-34 years"	"30-34"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	23	15375	149.59	94.83	224.46
	"San Mateo County, CA"	"06081"	"30-34 years"	"30-34"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	134	191030	70.15	58.27	82.02
	"San Mateo County, CA"	"06081"	"35-39 years"	"35-39"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	904	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"35-39 years"	"35-39"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	112	200942	55.74	45.41	66.06
	"San Mateo County, CA"	"06081"	"35-39 years"	"35-39"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	23	13316	172.72	109.49	259.17
	"San Mateo County, CA"	"06081"	"35-39 years"	"35-39"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	145	192831	75.20	62.96	87.43
	"San Mateo County, CA"	"06081"	"40-44 years"	"40-44"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	944	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"40-44 years"	"40-44"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	131	186330	70.31	58.27	82.34
	"San Mateo County, CA"	"06081"	"40-44 years"	"40-44"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	26	12899	201.57	131.67	295.34
	"San Mateo County, CA"	"06081"	"40-44 years"	"40-44"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	204	205424	99.31	85.68	112.93
	"San Mateo County, CA"	"06081"	"45-49 years"	"45-49"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1036	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"45-49 years"	"45-49"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	205	169939	120.63	104.12	137.15
	"San Mateo County, CA"	"06081"	"45-49 years"	"45-49"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	41	13766	297.84	213.73	404.05
	"San Mateo County, CA"	"06081"	"45-49 years"	"45-49"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	376	232536	161.70	145.35	178.04
	"San Mateo County, CA"	"06081"	"50-54 years"	"50-54"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1174	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"50-54 years"	"50-54"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	318	159359	199.55	177.62	221.48
	"San Mateo County, CA"	"06081"	"50-54 years"	"50-54"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	98	15542	630.55	511.91	768.44
	"San Mateo County, CA"	"06081"	"50-54 years"	"50-54"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	710	252710	280.95	260.29	301.62
	"San Mateo County, CA"	"06081"	"55-59 years"	"55-59"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1287	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"55-59 years"	"55-59"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	454	153549	295.67	268.47	322.87
	"San Mateo County, CA"	"06081"	"55-59 years"	"55-59"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	149	15041	990.63	831.56	1149.69
	"San Mateo County, CA"	"06081"	"55-59 years"	"55-59"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	1165	256827	453.61	427.56	479.66
	"San Mateo County, CA"	"06081"	"60-64 years "	"60-64"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1151	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"60-64 years "	"60-64"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	624	138543	450.40	415.06	485.74
	"San Mateo County, CA"	"06081"	"60-64 years "	"60-64"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	185	13360	1384.73	1185.19	1584.27
	"San Mateo County, CA"	"06081"	"60-64 years "	"60-64"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	1583	235630	671.82	638.72	704.91
	"San Mateo County, CA"	"06081"	"65-69 years"	"65-69"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	13	853	Unreliable	811.49	2606.14
	"San Mateo County, CA"	"06081"	"65-69 years"	"65-69"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	743	111157	668.42	620.36	716.49
	"San Mateo County, CA"	"06081"	"65-69 years"	"65-69"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	200	10692	1870.56	1611.31	2129.80
	"San Mateo County, CA"	"06081"	"65-69 years"	"65-69"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	2041	197601	1032.89	988.08	1077.70
	"San Mateo County, CA"	"06081"	"70-74 years"	"70-74"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	600	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"70-74 years"	"70-74"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	816	77680	1050.46	978.39	1122.54
	"San Mateo County, CA"	"06081"	"70-74 years"	"70-74"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	174	8127	2141.01	1822.88	2459.14
	"San Mateo County, CA"	"06081"	"70-74 years"	"70-74"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	2361	151792	1555.42	1492.68	1618.16
	"San Mateo County, CA"	"06081"	"75-79 years"	"75-79"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	10	332	Unreliable	1444.40	5539.28
	"San Mateo County, CA"	"06081"	"75-79 years"	"75-79"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	1009	53661	1880.32	1764.30	1996.35
	"San Mateo County, CA"	"06081"	"75-79 years"	"75-79"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	243	6337	3834.62	3352.48	4316.76
	"San Mateo County, CA"	"06081"	"75-79 years"	"75-79"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	2931	109811	2669.13	2572.50	2765.76
	"San Mateo County, CA"	"06081"	"80-84 years"	"80-84"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	201	Suppressed	Suppressed	Suppressed
	"San Mateo County, CA"	"06081"	"80-84 years"	"80-84"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	1287	37593	3423.51	3236.47	3610.55
	"San Mateo County, CA"	"06081"	"80-84 years"	"80-84"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	272	4792	5676.13	5001.56	6350.69
	"San Mateo County, CA"	"06081"	"80-84 years"	"80-84"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	4069	83425	4877.43	4727.57	5027.30
	"San Mateo County, CA"	"06081"	"85-89 years"	"85-89"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"85-89 years"	"85-89"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	1387	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"85-89 years"	"85-89"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	254	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"85-89 years"	"85-89"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	5580	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"90-94 years"	"90-94"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"90-94 years"	"90-94"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	1126	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"90-94 years"	"90-94"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	161	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"90-94 years"	"90-94"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	5608	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"95-99 years"	"95-99"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"95-99 years"	"95-99"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	498	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"95-99 years"	"95-99"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"95-99 years"	"95-99"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	2707	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"100+ years"	"100+"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"100+ years"	"100+"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"100+ years"	"100+"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"100+ years"	"100+"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	655	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"Not Stated"	"NS"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"Not Stated"	"NS"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"Not Stated"	"NS"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"San Mateo County, CA"	"06081"	"Not Stated"	"NS"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Santa Clara County, CA"	"06085"	"< 1 year"	"1"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	643	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"< 1 year"	"1"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	221	76802	287.75	249.81	325.69
	"Santa Clara County, CA"	"06085"	"< 1 year"	"1"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	39	7338	531.48	377.94	726.55
	"Santa Clara County, CA"	"06085"	"< 1 year"	"1"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	165	61074	270.16	228.94	311.39
	"Santa Clara County, CA"	"06085"	"1-4 years"	"1-4"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	2742	Unreliable	0.00	0.00
	"Santa Clara County, CA"	"06085"	"1-4 years"	"1-4"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	45	342168	13.15	9.59	17.60
	"Santa Clara County, CA"	"06085"	"1-4 years"	"1-4"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	26685	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"1-4 years"	"1-4"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	29	243153	11.93	7.99	17.13
	"Santa Clara County, CA"	"06085"	"5-9 years"	"5-9"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	3835	Unreliable	0.00	0.00
	"Santa Clara County, CA"	"06085"	"5-9 years"	"5-9"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	37	432812	8.55	6.02	11.78
	"Santa Clara County, CA"	"06085"	"5-9 years"	"5-9"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	32964	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"5-9 years"	"5-9"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	25	308085	8.11	5.25	11.98
	"Santa Clara County, CA"	"06085"	"10-14 years"	"10-14"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	0	3588	Unreliable	0.00	0.00
	"Santa Clara County, CA"	"06085"	"10-14 years"	"10-14"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	33	419531	7.87	5.41	11.05
	"Santa Clara County, CA"	"06085"	"10-14 years"	"10-14"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	32232	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"10-14 years"	"10-14"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	25	317765	7.87	5.09	11.61
	"Santa Clara County, CA"	"06085"	"15-19 years"	"15-19"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3871	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"15-19 years"	"15-19"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	87	365430	23.81	19.07	29.37
	"Santa Clara County, CA"	"06085"	"15-19 years"	"15-19"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	13	36956	Unreliable	18.73	60.15
	"Santa Clara County, CA"	"06085"	"15-19 years"	"15-19"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	92	328286	28.02	22.59	34.37
	"Santa Clara County, CA"	"06085"	"20-24 years"	"20-24"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4031	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"20-24 years"	"20-24"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	133	386237	34.43	28.58	40.29
	"Santa Clara County, CA"	"06085"	"20-24 years"	"20-24"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	36	42013	85.69	60.01	118.63
	"Santa Clara County, CA"	"06085"	"20-24 years"	"20-24"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	201	344834	58.29	50.23	66.35
	"Santa Clara County, CA"	"06085"	"25-29 years"	"25-29"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4104	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"25-29 years"	"25-29"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	149	585619	25.44	21.36	29.53
	"Santa Clara County, CA"	"06085"	"25-29 years"	"25-29"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	31	45119	68.71	46.68	97.52
	"Santa Clara County, CA"	"06085"	"25-29 years"	"25-29"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	245	420654	58.24	50.95	65.54
	"Santa Clara County, CA"	"06085"	"30-34 years"	"30-34"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3840	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"30-34 years"	"30-34"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	188	637944	29.47	25.26	33.68
	"Santa Clara County, CA"	"06085"	"30-34 years"	"30-34"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	37	42210	87.66	61.72	120.82
	"Santa Clara County, CA"	"06085"	"30-34 years"	"30-34"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	258	419565	61.49	53.99	69.00
	"Santa Clara County, CA"	"06085"	"35-39 years"	"35-39"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3439	Suppressed	Suppressed	Suppressed
	"Santa Clara County, CA"	"06085"	"35-39 years"	"35-39"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	240	612884	39.16	34.20	44.11
	"Santa Clara County, CA"	"06085"	"35-39 years"	"35-39"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	48	38467	124.78	92.00	165.44
	"Santa Clara County, CA"	"06085"	"35-39 years"	"35-39"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	347	386788	89.71	80.27	99.15
	"Santa Clara County, CA"	"06085"	"40-44 years"	"40-44"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	10	3550	Unreliable	135.08	518.04
	"Santa Clara County, CA"	"06085"	"40-44 years"	"40-44"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	374	587399	63.67	57.22	70.12
	"Santa Clara County, CA"	"06085"	"40-44 years"	"40-44"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	85	33806	251.43	200.84	310.90
	"Santa Clara County, CA"	"06085"	"40-44 years"	"40-44"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	503	399507	125.91	114.90	136.91
	"Santa Clara County, CA"	"06085"	"45-49 years"	"45-49"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	11	3805	Unreliable	144.32	517.27
	"Santa Clara County, CA"	"06085"	"45-49 years"	"45-49"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	536	543535	98.61	90.27	106.96
	"Santa Clara County, CA"	"06085"	"45-49 years"	"45-49"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	116	34059	340.59	278.61	402.57
	"Santa Clara County, CA"	"06085"	"45-49 years"	"45-49"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	945	465817	202.87	189.93	215.80
	"Santa Clara County, CA"	"06085"	"50-54 years"	"50-54"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	27	4167	647.95	427.00	942.73
	"Santa Clara County, CA"	"06085"	"50-54 years"	"50-54"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	786	473008	166.17	154.55	177.79
	"Santa Clara County, CA"	"06085"	"50-54 years"	"50-54"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	206	35639	578.02	499.08	656.95
	"Santa Clara County, CA"	"06085"	"50-54 years"	"50-54"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	1694	531490	318.73	303.55	333.90
	"Santa Clara County, CA"	"06085"	"55-59 years"	"55-59"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	28	3950	708.86	471.03	1024.50
	"Santa Clara County, CA"	"06085"	"55-59 years"	"55-59"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	1116	407016	274.19	258.10	290.28
	"Santa Clara County, CA"	"06085"	"55-59 years"	"55-59"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	273	33983	803.34	708.05	898.64
	"Santa Clara County, CA"	"06085"	"55-59 years"	"55-59"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	2557	531221	481.34	462.69	500.00
